filename,split,ground_truth,predicted_label,ai_score,human_score
dd7cef757716bfcb.jpg,test,real,real,0.023784751072525978,0.9762152433395386
1a8ff172ab1d1cb5.jpg,test,real,real,0.04568081721663475,0.954319179058075
d04a534894146f6e.jpg,test,real,real,0.20267418026924133,0.797325849533081
a860e3347603026b.jpg,test,real,artificial,0.5921401381492615,0.4078598916530609
d820b66cbe152c52.jpg,test,real,artificial,0.5025582313537598,0.49744176864624023
206983e330141abf.jpg,test,real,artificial,0.6108246445655823,0.3891753554344177
cb071ea18d563d5f.jpg,test,real,artificial,0.8783275485038757,0.12167241424322128
fa9fe65a638ab276.jpg,test,real,artificial,0.9531497359275818,0.046850305050611496
d58b3d57c8196ad0.jpg,test,real,real,0.02127803862094879,0.9787219166755676
d20afa31c68b6729.jpg,test,real,real,0.24720533192157745,0.7527946829795837
077f634f85c23128.jpg,test,real,real,0.3672869801521301,0.6327130198478699
5b6bf02ec8c5df76.jpg,test,real,real,0.1611851006746292,0.838814914226532
7266147ffdd00ad6.jpg,test,real,artificial,0.5042275786399841,0.49577242136001587
6f5557a04d4c20d3.jpg,test,real,artificial,0.8173642754554749,0.18263569474220276
f08758c7f99ef96e.jpg,test,real,real,0.08861366659402847,0.9113863706588745
f1e285da9e63b04a.jpg,test,real,artificial,0.8932594060897827,0.10674059391021729
acc033221adb4004.jpg,test,real,artificial,0.6799792051315308,0.32002079486846924
4cdfdc66d770a3c0.jpg,test,real,artificial,0.9804385900497437,0.01956138201057911
55416d49ac2820ce.jpg,test,real,real,0.16396695375442505,0.8360331058502197
370578fd1ac9486b.jpg,test,real,real,0.39983195066452026,0.6001680493354797
601d0ecd3b275800.jpg,test,real,real,0.12853237986564636,0.871467649936676
e0d2f23cbc0b903d.jpg,test,real,real,0.3170895576477051,0.6829104423522949
c929a4efcd2ba556.jpg,test,real,real,0.33762308955192566,0.662376880645752
278c9ac3eb837976.jpg,test,real,real,0.1366315633058548,0.8633684515953064
2eec0ec40bf50501.jpg,test,real,artificial,0.653669536113739,0.346330463886261
505e16f927d275c4.jpg,test,real,real,0.4101724624633789,0.5898275375366211
53e2472ebfcf7e1e.jpg,test,real,real,0.2643369436264038,0.7356630563735962
525f32c72e3ecebc.jpg,test,real,real,0.06657010316848755,0.9334298372268677
b5951f9b9138f429.jpg,test,real,real,0.02732846513390541,0.9726715087890625
a9703c5bd25d4345.jpg,test,real,artificial,0.6421828269958496,0.3578172028064728
55d000ec281c48dd.jpg,test,real,artificial,0.8427750468254089,0.1572248935699463
6b392cc009c6d4d4.jpg,test,real,real,0.12524452805519104,0.8747555017471313
843eac9eb6339edd.jpg,test,real,real,0.300875723361969,0.699124276638031
9111a2fce74757a9.jpg,test,real,real,0.22868919372558594,0.7713108062744141
00358e88c4d3c953.jpg,test,real,artificial,0.5172465443611145,0.4827534258365631
c54175229271d3f0.jpg,test,real,real,0.39380988478660583,0.6061901450157166
209c992c70fde462.jpg,test,real,real,0.41468921303749084,0.5853108167648315
b92ce5ad7cb85170.jpg,test,real,real,0.3179042339324951,0.6820957660675049
e9362eef6faa5de0.jpg,test,real,real,0.3601292073726654,0.6398707628250122
24ec1a84b51a4b12.jpg,test,real,real,0.08481772243976593,0.9151822328567505
4058f827da1eb84a.jpg,test,real,real,0.17240756750106812,0.8275924921035767
f47e4757122337f8.jpg,test,real,real,0.4912204444408417,0.5087795853614807
e6c168ece39d45da.jpg,test,real,artificial,0.8270983695983887,0.17290164530277252
5a8e6c1cdbc46dd6.jpg,test,real,real,0.03281524404883385,0.9671847224235535
854f893387a3398e.jpg,test,real,real,0.3461883068084717,0.6538116931915283
3e07ce3b59551551.jpg,test,real,artificial,0.6446569561958313,0.3553430140018463
45bbaac8d5445aca.jpg,test,real,real,0.2619675099849701,0.7380325198173523
4e7a2f5a781bab97.jpg,test,real,real,0.42546436190605164,0.574535608291626
63d677cb5ba71533.jpg,test,real,real,0.3092140555381775,0.6907859444618225
30f9b130cba7ab6a.jpg,test,real,real,0.30872058868408203,0.691279411315918
991a33f834e65f2b.jpg,test,real,real,0.07365817576646805,0.9263418316841125
245864fdd2d7b6b8.jpg,test,real,artificial,0.5762490630149841,0.42375093698501587
4c85d83b35abb0f7.jpg,test,real,real,0.1794911026954651,0.8205088973045349
a0ebbef5294ab12d.jpg,test,real,real,0.49163195490837097,0.5083680748939514
4f412f3e02c83f68.jpg,test,real,artificial,0.8336939811706543,0.16630598902702332
d1223918ae418956.jpg,test,real,real,0.07054375112056732,0.9294561743736267
1c5f83c47b255eec.jpg,test,real,artificial,0.7926821708679199,0.2073177993297577
f33f358d1231a4fb.jpg,test,real,artificial,0.6870524883270264,0.31294748187065125
24192241def08188.jpg,test,real,real,0.04638991504907608,0.9536101222038269
e474e4ec1da1eb1f.jpg,test,real,real,0.15407520532608032,0.8459247946739197
93a6a543f4708b9e.jpg,test,real,real,0.036654748022556305,0.9633452296257019
d26956abfa35210f.jpg,test,real,real,0.33888089656829834,0.6611190438270569
fba50e7d13311e60.jpg,test,real,real,0.04493890702724457,0.9550610780715942
6ceffe7251657e86.jpg,test,real,real,0.16126881539821625,0.8387312293052673
964093a385a78af5.jpg,test,real,real,0.0817013755440712,0.918298602104187
3d11de7d5c291293.jpg,test,real,real,0.4348573684692383,0.5651426315307617
aab20f8d829b416c.jpg,test,real,real,0.04798690229654312,0.9520130753517151
d863e1c2f6e14c7c.jpg,test,real,real,0.08372046798467636,0.9162795543670654
f83448c413bfcf97.jpg,test,real,real,0.3516128957271576,0.64838707447052
83a05876fb4e69a4.jpg,test,real,real,0.28675544261932373,0.713244616985321
f6c23cdcf9769170.jpg,test,real,real,0.29023033380508423,0.7097696661949158
36755493e5f0bbb8.jpg,test,real,real,0.23456209897994995,0.7654378414154053
772c5f3445aca351.jpg,test,real,artificial,0.8407343029975891,0.1592656672000885
675e11dcc6d6ad63.jpg,test,real,artificial,0.9069333076477051,0.09306670725345612
f865b4c9162f2bc5.jpg,test,real,real,0.28878054022789,0.7112194299697876
ddde210eba1d689c.jpg,test,real,real,0.021858051419258118,0.9781419634819031
6547a372ebf1b0fe.jpg,test,real,real,0.1779167503118515,0.8220832347869873
5c5e083a2b33c597.jpg,test,real,real,0.3394690155982971,0.6605309844017029
4044e980dba34f07.jpg,test,real,artificial,0.7704199552536011,0.22958002984523773
a33d461b55d9339a.jpg,test,real,artificial,0.6789374947547913,0.32106250524520874
819771d3fab848e0.jpg,test,real,real,0.04914500191807747,0.9508549571037292
d841ee3c2dbafd2f.jpg,test,real,real,0.007690486032515764,0.9923095703125
08e91a6c602afa16.jpg,test,real,real,0.039787426590919495,0.9602125883102417
074631dbeae43324.jpg,test,real,real,0.18782486021518707,0.8121751546859741
517e9176710959b7.jpg,test,real,artificial,0.9735655784606934,0.026434414088726044
e166c4475dfca787.jpg,test,real,real,0.431308776140213,0.5686911940574646
cd0cc1a734b8fda0.jpg,test,real,artificial,0.8860763311386108,0.11392368376255035
b24f1902da2597e3.jpg,test,real,real,0.1656426042318344,0.8343574404716492
5fbb8d7d5bb056bc.jpg,test,real,artificial,0.8698074817657471,0.13019248843193054
e29db1c1963628e7.jpg,test,real,real,0.4082356095314026,0.5917643904685974
7a5fec4a81c2ce68.jpg,test,real,real,0.11920192837715149,0.8807980418205261
5ad3e0a7ad1fc997.jpg,test,real,artificial,0.8695864081382751,0.13041363656520844
caef53ef42b526c1.jpg,test,real,real,0.38518109917640686,0.6148189306259155
2a8d3b26a9cd1c71.jpg,test,real,real,0.18199984729290009,0.8180001378059387
6868afc6c4c020e3.jpg,test,real,real,0.08930061012506485,0.9106994271278381
6f161288d6f5357b.jpg,test,real,real,0.46472159028053284,0.5352783799171448
9ed22b1229221d16.jpg,test,real,real,0.49569445848464966,0.5043055415153503
034f71ee4e111261.jpg,test,real,artificial,0.9045401811599731,0.09545986354351044
fc970145f8fafa81.jpg,test,real,real,0.029599152505397797,0.970400869846344
3e57bf8706c20df8.jpg,test,real,real,0.22176693379878998,0.7782331109046936
d5e43e915c2588de.jpg,test,real,real,0.13748832046985626,0.8625116348266602
7259f87c5ffc8cd2.jpg,test,real,real,0.2784254550933838,0.7215744853019714
3caae126853221a0.jpg,test,real,real,0.04640946909785271,0.9535905122756958
9e366fe71f25d226.jpg,test,real,real,0.3713058531284332,0.6286941170692444
f6c32a7445700f60.jpg,test,real,real,0.06710555404424667,0.9328944087028503
e56928cad1b087d5.jpg,test,real,real,0.13124936819076538,0.8687505722045898
fbf4c262c4baf7af.jpg,test,real,real,0.28733935952186584,0.7126606106758118
25a694ee730ba3c2.jpg,test,real,real,0.22865642607212067,0.7713435292243958
f04b1b8d0d4abb46.jpg,test,real,artificial,0.6671046018600464,0.3328953981399536
be9fd0014b5a4f2a.jpg,test,real,artificial,0.6543061137199402,0.3456938862800598
63afd54d60041b6b.jpg,test,real,real,0.031094707548618317,0.9689053297042847
a29a476ea157bc1d.jpg,test,real,artificial,0.7201558947563171,0.2798440754413605
20475afc076832f3.jpg,test,real,real,0.3475697636604309,0.6524302363395691
82d2be1ae412a923.jpg,test,real,artificial,0.6254785656929016,0.37452149391174316
cce0210b0092a9c3.jpg,test,real,artificial,0.9456255435943604,0.05437445268034935
804c9ce97e30c7ed.jpg,test,real,real,0.0202465932816267,0.9797534346580505
ca5b13f51ca27df4.jpg,test,real,real,0.045984864234924316,0.9540150761604309
a21ea65f1bb658f3.jpg,test,real,real,0.07467356324195862,0.9253264665603638
6b113b3edbadfe5d.jpg,test,real,artificial,0.7892293930053711,0.21077057719230652
36ef14a4db9540cc.jpg,test,real,artificial,0.8433637619018555,0.15663626790046692
2598aa15016df8de.jpg,test,real,real,0.40126940608024597,0.5987305641174316
359e1ca4bc9d1a48.jpg,test,real,real,0.26183009147644043,0.7381698489189148
ca980b1d4763b9b5.jpg,test,real,real,0.0772019699215889,0.9227980375289917
083d27e452b0b113.jpg,test,real,real,0.1977969855070114,0.8022029995918274
cca9035b8befd89b.jpg,test,real,real,0.0583479106426239,0.9416521191596985
2c9628d25f85c8d2.jpg,test,real,artificial,0.6977490186691284,0.3022509515285492
dc3f8242a4060f36.jpg,test,real,artificial,0.7693535685539246,0.23064647614955902
771f1ba112bd4959.jpg,test,real,real,0.3788129985332489,0.6211869716644287
80bae33cb49d2388.jpg,test,real,real,0.31105920672416687,0.6889408230781555
d0672c99c790faa4.jpg,test,real,real,0.045569680631160736,0.9544302821159363
faf7f1871a01d702.jpg,test,real,real,0.3726232051849365,0.6273767948150635
0621a9f83d058188.jpg,test,real,real,0.40333467721939087,0.5966652631759644
130229025587f6e8.jpg,test,real,real,0.26872074604034424,0.7312792539596558
391fd86971be76e8.jpg,test,real,artificial,0.7446432113647461,0.2553568482398987
1b0d8d7d64041bdc.jpg,test,real,real,0.021966537460684776,0.9780334830284119
4e2746d27eb19497.jpg,test,real,artificial,0.93232262134552,0.06767737120389938
eb8dfe0b9e5c7700.jpg,test,real,real,0.11742670834064484,0.8825732469558716
257b9f8db658efc0.jpg,test,real,real,0.10158257186412811,0.8984174132347107
6e52ed0805f9e3f7.jpg,test,real,real,0.45690837502479553,0.5430916547775269
b6cdbe02f718d694.jpg,test,real,real,0.24629798531532288,0.7537019848823547
47ef9ed8b86d76c9.jpg,test,real,artificial,0.5221298336982727,0.4778701961040497
167e73349f96c0e2.jpg,test,real,real,0.003192526986822486,0.9968074560165405
40ebb3ecd3579d80.jpg,test,real,real,0.002827566582709551,0.9971724152565002
d9f7cebf17cd4391.jpg,test,real,real,0.20294301211833954,0.7970569729804993
d743a27c9b66ec22.jpg,test,real,real,0.06934807449579239,0.9306519031524658
67f3a1940a5c23b2.jpg,test,real,artificial,0.5448592901229858,0.45514073967933655
08c28ca29226a43b.jpg,test,real,artificial,0.8578422665596008,0.1421576887369156
1f911977ad0f46df.jpg,test,real,real,0.1764899343252182,0.8235100507736206
80a17b76041f644e.jpg,test,real,real,0.34915560483932495,0.6508443355560303
3a8eaa610a4db778.jpg,test,real,real,0.07026546448469162,0.9297345280647278
d1ade7ef525899ef.jpg,test,real,real,0.15237723290920258,0.8476227521896362
49496471789fc612.jpg,test,real,real,0.13086195290088654,0.8691380023956299
6c5b296e874e38ae.jpg,test,real,real,0.21478889882564545,0.7852110862731934
6a1b881725fc1e39.jpg,test,real,real,0.21615205705165863,0.7838479280471802
6163f00867288e85.jpg,test,real,artificial,0.978296160697937,0.021703869104385376
8b0612db89f0c4cd.jpg,test,real,real,0.013715294189751148,0.9862847328186035
5e94dcf60983c6c5.jpg,test,real,real,0.4593707323074341,0.5406292676925659
7a5bff1db55e0f8a.jpg,test,real,real,0.01683921366930008,0.9831607937812805
b8493fa87a50c76a.jpg,test,real,real,0.1222635880112648,0.8777364492416382
d912b0855f67a531.jpg,test,real,real,0.3886674642562866,0.6113324761390686
5d7f034314b1468c.jpg,test,real,real,0.16121742129325867,0.838782548904419
4fec4b8834e7b45b.jpg,test,real,real,0.05761665105819702,0.9423832893371582
caae42dca4df0e89.jpg,test,real,artificial,0.7893884181976318,0.21061164140701294
9e83ab6cab65c68b.jpg,test,real,real,0.19317705929279327,0.8068230152130127
9a3d43afc8c95fef.jpg,test,real,real,0.4068286716938019,0.5931712985038757
22dfff74dd971ca5.jpg,test,real,artificial,0.5226725935935974,0.4773273766040802
b61467bc9a5376b7.jpg,test,real,artificial,0.6758954524993896,0.32410454750061035
3916781ab3a5110f.jpg,test,real,artificial,0.5274209380149841,0.47257906198501587
169eea9ca620095d.jpg,test,real,real,0.005380960647016764,0.9946190118789673
6a31b242b599a853.jpg,test,real,real,0.3818826675415039,0.6181173920631409
e9fdd0a41cb61da6.jpg,test,real,artificial,0.684765636920929,0.31523436307907104
c9011a4f71825559.jpg,test,real,artificial,0.5615218281745911,0.43847817182540894
7296400c5ac5e43b.jpg,test,real,real,0.33061152696609497,0.669388473033905
57f17c7d1a6d2979.jpg,test,real,real,0.013816684484481812,0.9861832857131958
7bf7db68e0cecd29.jpg,test,real,real,0.06921819597482681,0.9307818412780762
074e459f65db073d.jpg,test,real,real,0.17032518982887268,0.8296747803688049
2cf678b0aa2335fe.jpg,test,real,real,0.001664245966821909,0.9983357787132263
494273e0745ae61b.jpg,test,real,real,0.10226839035749435,0.897731602191925
382ad2b624a425e5.jpg,test,real,artificial,0.6689848303794861,0.3310151696205139
a38b3b6e6df4bb90.jpg,test,real,real,0.24148187041282654,0.7585180997848511
319989c63f1b1e4b.jpg,test,real,artificial,0.5038490295410156,0.4961509704589844
2e70d5c773dcd171.jpg,test,real,real,0.3549097776412964,0.6450902223587036
e9d0f1c28deb2f1d.jpg,test,real,real,0.3196439743041992,0.6803560853004456
6792c00b8c7f0432.jpg,test,real,real,0.3075959384441376,0.69240403175354
6f0f97a89d8d8b9d.jpg,test,real,artificial,0.7949386239051819,0.20506136119365692
c506cdf48321ee2e.jpg,test,real,real,0.08366096764802933,0.9163389801979065
334611f67d4b9722.jpg,test,real,real,0.13174854218959808,0.8682514429092407
f45eef1d0d37f3d3.jpg,test,real,real,0.39492806792259216,0.6050719022750854
3b1a5b234a5f8092.jpg,test,real,real,0.15724310278892517,0.8427568674087524
149b539440b42fab.jpg,test,real,real,0.2177116572856903,0.7822883725166321
6ca5f8340e5ce07d.jpg,test,real,real,0.1730346530675888,0.82696533203125
575a6babdf411e59.jpg,test,real,real,0.03617525473237038,0.9638247489929199
67b2635cf0582cca.jpg,test,real,artificial,0.5173987150192261,0.4826012849807739
65a0e907e69aa182.jpg,test,real,real,0.2032775729894638,0.7967224717140198
805c7d693fd2f5ba.jpg,test,real,real,0.022242018952965736,0.97775799036026
54d59d833b03469d.jpg,test,real,real,0.47923925518989563,0.5207607746124268
3f77c3bd35a2dbc3.jpg,test,real,artificial,0.5779136419296265,0.4220863878726959
8e1cadec4cc5ab62.jpg,test,real,real,0.20709696412086487,0.7929030060768127
8b94d3c73ee13c4d.jpg,test,real,artificial,0.7537174224853516,0.24628256261348724
e7f241e4523c7b89.jpg,test,real,real,0.1891963630914688,0.8108036518096924
23ad8d0d1bd74515.jpg,test,real,real,0.24438586831092834,0.7556141018867493
17bd55167ae12a05.jpg,test,real,artificial,0.6007104516029358,0.3992895185947418
e494da6c1d93f20c.jpg,test,real,real,0.34725677967071533,0.6527432203292847
20a9588a2cc86961.jpg,test,real,artificial,0.7513150572776794,0.24868489801883698
af1be96546fd1456.jpg,test,real,artificial,0.7291556596755981,0.27084434032440186
d60af2913ab8e98c.jpg,test,real,real,0.2285519540309906,0.771448016166687
c625df190e5902fb.jpg,test,real,real,0.2562718391418457,0.7437281608581543
60e4418cf6ec5631.jpg,test,real,artificial,0.5279038548469543,0.47209614515304565
84c5319d98f2e05a.jpg,test,real,real,0.10848704725503922,0.891512930393219
7df989f304030a06.jpg,test,real,real,0.3566686809062958,0.6433312892913818
5c20d08bcecbf9a9.jpg,test,real,artificial,0.5347025990486145,0.4652973711490631
ab3ec6f1f4f6b3d3.jpg,test,real,real,0.18762433528900146,0.8123756647109985
a8697685967a660d.jpg,test,real,artificial,0.8225048184394836,0.17749518156051636
a01cce41dbdb461c.jpg,test,real,real,0.16839590668678284,0.8316040635108948
713f1c307dcf26b9.jpg,test,real,artificial,0.5890529751777649,0.4109469950199127
47901c28ecd8d43a.jpg,test,real,real,0.02984478883445263,0.9701551795005798
aa668c5d66d9f744.jpg,test,real,real,0.21882744133472443,0.781172513961792
8a5922d71e28c6da.jpg,test,real,real,0.1860310435295105,0.8139689564704895
3c0b58255137d56a.jpg,test,real,artificial,0.6675196290016174,0.33248043060302734
1f7fee5ccd7ef523.jpg,test,real,real,0.21949978172779083,0.7805002331733704
4c12a403096ed0c1.jpg,test,real,real,0.2788536250591278,0.7211463451385498
9e1e0e01351717d2.jpg,test,real,real,0.2668145000934601,0.7331854701042175
42ff83cd08b043c0.jpg,test,real,real,0.1667146235704422,0.833285391330719
f2ab38580f908e8e.jpg,test,real,real,0.10377571731805801,0.8962242603302002
51de8f2d1d2b3014.jpg,test,real,real,0.07614094763994217,0.9238590598106384
4a7038cf0b6190b9.jpg,test,real,real,0.27540478110313416,0.7245951890945435
9857aedbe039e302.jpg,test,real,real,0.05326003581285477,0.946739912033081
d9ee0aa080c3f5a1.jpg,test,real,real,0.0342358835041523,0.9657641649246216
0071f62f5d703904.jpg,test,real,real,0.03893517330288887,0.9610648155212402
25b49b5d39096f29.jpg,test,real,real,0.06147315353155136,0.9385268092155457
eb59a7a5d5518d31.jpg,test,real,real,0.043029870837926865,0.9569701552391052
e63df715e0d35a10.jpg,test,real,real,0.08180737495422363,0.9181926250457764
f468e56438dce864.jpg,test,real,real,0.1644798070192337,0.8355202078819275
c9670de2df8fa7eb.jpg,test,real,artificial,0.5430421233177185,0.45695793628692627
730d775c309a6529.jpg,test,real,real,0.041850700974464417,0.9581493139266968
ff171526704a7a9d.jpg,test,real,real,0.18438969552516937,0.8156103491783142
111bda5ed2ba3c46.jpg,test,real,real,0.03955848515033722,0.9604415893554688
cbcf014af206cd0a.jpg,test,real,artificial,0.596373438835144,0.40362656116485596
a2d53ca2468528c3.jpg,test,real,artificial,0.6146829724311829,0.3853170573711395
936af312daecde01.jpg,test,real,real,0.3085171580314636,0.6914828419685364
289d11d8a7ae4042.jpg,test,real,real,0.07326441258192062,0.9267356395721436
28808fa809a40c6e.jpg,test,real,real,0.2454129010438919,0.7545871734619141
c001dcbe47cd2276.jpg,test,real,real,0.180962473154068,0.8190375566482544
ab5164820167fc7c.jpg,test,real,real,0.06536312401294708,0.9346368908882141
00e0a53e14bf2447.jpg,test,real,real,0.027678383514285088,0.9723215699195862
f360fb54d886b791.jpg,test,real,real,0.0778370052576065,0.9221630096435547
4d1b9c4c85ad5b04.jpg,test,real,real,0.2316538542509079,0.7683461308479309
73ef19c06a90af2e.jpg,test,real,real,0.24261978268623352,0.7573802471160889
05ca659dea8dbdbd.jpg,test,real,real,0.4703560173511505,0.5296440124511719
61a69ad713142e45.jpg,test,real,real,0.49158111214637756,0.5084188580513
d46aefe3f34d5dae.jpg,test,real,real,0.37108829617500305,0.6289117336273193
54c2f60294bee199.jpg,test,real,artificial,0.8904300332069397,0.10956989973783493
7588b31f8abc4fbe.jpg,test,real,real,0.2657942473888397,0.7342057824134827
9e65ecd18cb2be06.jpg,test,real,real,0.26642295718193054,0.7335770726203918
5fd8e7767e723d54.jpg,test,real,real,0.10245012491941452,0.8975498676300049
8d9c62fd72f8322a.jpg,test,real,real,0.46756669878959656,0.532433271408081
28259300939a564e.jpg,test,real,real,0.061186812818050385,0.9388131499290466
b2c960cc6854eadf.jpg,test,real,real,0.043165162205696106,0.9568347930908203
d65e22e2e31ee100.jpg,test,real,real,0.20162004232406616,0.7983798980712891
b8da5cdaec824174.jpg,test,real,real,0.38151270151138306,0.6184872984886169
74eabb8710310466.jpg,test,real,real,0.08051072806119919,0.9194892644882202
b67dc2f4e8c4c98f.jpg,test,real,real,0.08638189733028412,0.9136180281639099
f4bd0b55c6eb3103.jpg,test,real,real,0.0735694169998169,0.9264305233955383
cba3d0aba9082ece.jpg,test,real,artificial,0.7119460105895996,0.2880540192127228
c07ecd1e6a596555.jpg,test,real,real,0.17000418901443481,0.8299957513809204
06087e693018532b.jpg,test,real,real,0.018605899065732956,0.9813940525054932
02ed27fcf5602811.jpg,test,real,real,0.07506444305181503,0.9249355792999268
bf10f1117836ba84.jpg,test,real,real,0.312927782535553,0.687072217464447
c645e25d8f1a2bd5.jpg,test,real,real,0.020730840042233467,0.9792692065238953
acaecbc8f04cfb4c.jpg,test,real,artificial,0.7267884016036987,0.2732115387916565
6c896c9cf686a9aa.jpg,test,real,artificial,0.8073791265487671,0.1926208883523941
ad9edeb42f81d992.jpg,test,real,real,0.4866524040699005,0.5133476257324219
9b18c07cdea5c770.jpg,test,real,artificial,0.8577436208724976,0.14225636422634125
ef295afcf17ed57f.jpg,test,real,artificial,0.8147542476654053,0.18524578213691711
a202156cdcee0cb1.jpg,test,real,real,0.2421303242444992,0.7578697204589844
1383a47b6c95b38c.jpg,test,real,real,0.4545925557613373,0.5454074740409851
8548875c96b18456.jpg,test,real,real,0.24109454452991486,0.7589054107666016
1bc7fa27533e816c.jpg,test,real,real,0.36506861448287964,0.6349313855171204
6fadb5ea88395a4e.jpg,test,real,artificial,0.699242115020752,0.30075788497924805
e013c8263f764adc.jpg,test,real,real,0.4755629301071167,0.5244370698928833
399fce5e7ba353bf.jpg,test,real,real,0.1946338713169098,0.8053660988807678
bb72fd4c81a73d0a.jpg,test,real,real,0.34522658586502075,0.654773473739624
eb29734eac16f813.jpg,test,real,real,0.3763248026371002,0.6236751675605774
0a5972c68b6bb265.jpg,test,real,real,0.1514917016029358,0.8485082387924194
3767ae8b39d1efd3.jpg,test,real,real,0.14569784700870514,0.854302167892456
19c7c0fa9e3710e5.jpg,test,real,real,0.06862969696521759,0.9313702583312988
36a1e83753b40b12.jpg,test,real,real,0.35515257716178894,0.6448473930358887
ef66d80f3020a6bf.jpg,test,real,real,0.4215841591358185,0.5784158706665039
507cf437dd594df3.jpg,test,real,real,0.38147521018981934,0.6185247898101807
5cb037830974a105.jpg,test,real,artificial,0.9798213243484497,0.0201786570250988
9d053f3aee71d728.jpg,test,real,real,0.20355752110481262,0.796442449092865
5863a19d349a3951.jpg,test,real,real,0.07999260723590851,0.9200074076652527
9ae18661b9fdf587.jpg,test,real,artificial,0.5118358135223389,0.4881642162799835
423449b9b1dded55.jpg,test,real,real,0.4086489975452423,0.5913509726524353
b1c8e982baf404be.jpg,test,real,real,0.28588762879371643,0.7141123414039612
588594ab25a52fe7.jpg,test,real,real,0.04110626131296158,0.9588937759399414
513bfa9e0727366f.jpg,test,real,artificial,0.9640412926673889,0.035958778113126755
55047052d7c4b4d4.jpg,test,real,artificial,0.6640112400054932,0.3359887897968292
8bfddc9955eca265.jpg,test,real,real,0.11750254780054092,0.8824974894523621
98d15450013b9e84.jpg,test,real,artificial,0.6203175187110901,0.3796825110912323
e76a4b419e1bbfbf.jpg,test,real,real,0.3417688012123108,0.6582311987876892
2c1c36430b440fc5.jpg,test,real,artificial,0.8932262063026428,0.10677383840084076
abc1b2539b4bdaa7.jpg,test,real,real,0.173055499792099,0.8269445300102234
d540c2a75cbb78ea.jpg,test,real,real,0.22380250692367554,0.7761974930763245
08a03213add492d0.jpg,test,real,artificial,0.6939588785171509,0.3060411512851715
38bfe68c6d0c88fe.jpg,test,real,real,0.187073215842247,0.8129268288612366
e0da83d9d4eace6a.jpg,test,real,artificial,0.6135925650596619,0.38640743494033813
91b50cb8b5b9306b.jpg,test,real,artificial,0.5788598656654358,0.4211401045322418
bf0bf1aed784ecf2.jpg,test,real,real,0.018890241160988808,0.9811097383499146
c7cccb73e2efc604.jpg,test,real,real,0.001035515801049769,0.9989644289016724
c59091d537dbf822.jpg,test,real,real,0.47955286502838135,0.5204470753669739
63d3df798bc8840f.jpg,test,real,artificial,0.9241491556167603,0.07585085928440094
